fips,hh_size,hh_income,cost_housing,n_vehicles,hh_share_nonwhite,i_renter,i_moved,i_foodstamp,i_smartphone,i_internet,time_commuting
29000,1,1.07,310,1,1,1,0,0,1,1,14
49000,2,8.56,790,2,0,0,0,0,1,1,5
48000,4,5.2,1100,3,0,1,1,0,1,1,12.5
12000,2,11.1,1700,2,0,0,0,0,1,1,17
51000,4,16.2,1000,4,0,0,0,0,1,1,30
13059,2,12.696,1500,2,0,0,0,0,1,1,22
04013,4,3.452,70,1,0,0,0,1,0,1,72.5
09003,2,4.5,850,1,0,0,0,0,1,1,15
39153,4,8.31,170,1,0,0,0,0,0,1,5
39035,3,7.57,740,2,0,0,0,0,1,1,16.666666666666668
27053,4,21.2,1100,3,0,0,0,0,1,1,10
18095,4,10.8,880,2,0,0,1,0,1,1,27.5
42003,2,16.2,1100,2,0,0,0,0,1,1,20
48000,1,12.97,680,1,0,0,0,0,1,1,10
34013,5,20.31,2200,3,0,0,1,0,0,1,16
47000,2,10.45,1000,2,0,0,1,0,1,1,20
22071,3,2.4,290,1,1,1,0,1,0,0,6.666666666666667
48113,1,7.2,800,1,0,0,0,0,1,1,30
17000,2,14,540,2,0,0,0,0,1,1,20
17115,4,15,370,3,0,0,1,0,1,1,15
26000,2,4.52,1200,1,0,0,0,1,1,1,10
48113,1,6.1,960,1,0,0,0,0,1,1,30
47000,3,4.74,780,2,0,0,0,0,1,1,30
48121,4,24,2100,2,0,0,0,0,1,1,25
26000,1,6.4,580,1,0,1,0,0,1,1,20
22000,3,10.625,460,3,0,0,0,0,1,1,46.666666666666664
26163,2,10.11,560,2,0,1,0,0,1,1,30
18091,4,15,300,3,0,0,0,0,1,0,10
06113,2,8.88,1300,2,0,1,1,0,1,1,14
36000,2,11.6,1300,3,0,0,0,1,1,1,40
18000,6,11.691,710,5,0,0,0,0,1,1,86
44003,2,7,1300,3,0,0,0,0,1,1,45
39041,2,15.69,1900,2,0,0,0,0,1,1,12
49035,2,10.5,1000,2,0,1,0,0,1,1,30
22000,3,0.6,500,1,0,1,0,0,1,1,23.333333333333332
39049,9,7.2,650,2,0,0,0,1,1,1,3.3333333333333335
26163,2,8.35,550,1,0,0,0,0,1,1,45
48201,1,6.37,750,3,0,1,0,0,0,1,20
37000,1,3.7,500,3,0,0,0,0,1,1,30
13000,4,7.2,550,3,1,0,0,0,1,1,30
06001,2,6.6,1600,2,0,1,0,0,1,1,60
53053,4,15.7,2000,3,0,1,0,0,1,1,55
27000,2,9.9,740,2,0,0,0,0,1,1,4
06037,4,4.5,870,3,1,1,0,1,1,1,15
12033,1,3.6,170,1,0,0,0,0,1,1,30
17043,2,7.6,400,2,0,0,0,0,1,1,30
51000,1,6.5,800,2,1,0,0,0,1,1,60
26125,2,11.43,1400,2,0,0,1,0,1,1,35
42000,4,15.3,1500,4,0,0,0,0,1,1,12.5
06037,4,1.05,850,1,0,1,0,0,1,1,16.5
17031,6,66.85,1800,2,1,0,0,0,1,1,45
41067,2,15.518,1400,0,0,1,1,0,1,1,30
28000,1,0.498,250,1,1,1,0,1,1,1,20
49011,5,13.2,1400,2,0,0,0,0,1,1,12.8
55133,3,8.5,1100,3,0,0,0,0,1,1,26.666666666666668
50000,5,8,500,5,0,0,0,0,1,1,66.4
06037,2,20.5,2800,2,1,1,0,0,1,1,35
06095,2,98.3,3200,4,0,0,0,0,1,1,60
51510,1,12.71,1500,2,0,1,1,0,1,1,100
17000,3,11.09,370,4,0,0,0,0,1,1,46.666666666666664
27000,1,6.7,300,4,0,1,0,0,1,0,10
47000,3,4.3,330,2,0,0,0,0,1,1,30
25000,4,9,2300,3,0.25,0,0,0,1,1,30
25000,2,14.4,1600,1,0,1,0,0,1,1,8
48029,4,4,760,1,0,1,1,0,1,1,45
17031,1,1.42,280,0,1,1,1,1,0,0,70
06067,3,10.8,1500,3,0,0,0,0,1,1,44
19113,2,14.5,1200,2,0,0,0,0,0,1,50
25000,2,14.8,2100,2,0,0,0,0,1,1,60
06113,2,0.65,1800,2,1,1,1,0,1,1,10
47000,3,3.9,270,4,0,0,0,0,1,1,33.333333333333336
34039,6,12.03,2200,2,0,0,0,0,1,1,23.333333333333332
39035,1,3.5,680,1,1,1,1,0,1,0,20
19103,2,13.523,1100,5,0,0,0,0,1,1,70
24033,4,4.8,1400,1,1,1,0,0,1,1,7.5
06067,2,3.5,1300,2,0,1,1,0,1,1,10
27053,1,3.6,930,3,1,1,0,0,1,0,20
12095,6,7.45,1600,2,1,1,0,0,1,0,66.66666666666667
12000,6,12.7,950,2,0.3333333333333333,0,0,0,1,1,46.666666666666664
48201,1,12.5,3300,1,0,0,0,0,1,1,60
27000,2,9.8,700,2,0,0,0,0,1,1,12
26099,3,9.2,1100,5,0,0,0,0,1,1,23.333333333333332
04019,3,20.8,1500,3,0,0,1,0,1,1,13.333333333333334
12000,5,19.92,530,3,0,0,0,0,1,1,38
22000,2,8.502,1100,3,0,0,1,0,1,1,30
36047,1,5.5,1300,0,0,1,0,0,1,1,160
51000,2,10.8,990,3,0,0,0,0,1,1,80
24005,1,12.5,1800,2,1,0,0,0,1,1,120
27000,4,5.6,200,3,0,1,0,0,1,1,25
24033,2,22.1,3900,2,0.5,0,0,0,1,1,95
17113,2,7.4,900,2,0.5,0,0,0,1,1,14
06037,2,3.8,1000,1,1,1,0,0,1,1,35
33000,2,15.33,700,2,0,0,0,0,1,1,45
36055,2,18.1,1300,2,0,1,0,0,1,1,15
48000,2,10.4,1100,2,0,0,1,0,1,1,8
04005,4,16.04,2000,4,0.75,1,1,0,1,1,58.5
15003,2,4.37,900,0,1,1,0,0,1,1,5
12011,5,14,1700,3,0,0,0,0,1,1,50
04013,1,2.5,900,1,0,1,0,0,1,0,60
42045,3,4.71,1000,1,1,1,0,0,1,1,30
22055,1,1.18,120,0,1,1,0,1,0,0,60
04000,4,3.4,300,3,0,1,1,0,1,1,15
41000,2,19.83,2300,2,0,0,0,0,1,1,45
45000,4,47.1,3900,3,0,0,1,0,1,1,20
17031,2,11.3,2300,2,0,0,1,0,1,1,120
37000,4,6.2,680,2,0,0,0,0,1,1,10
12019,3,4.4,850,1,0,1,1,0,1,1,20
27000,3,9.3,1000,4,0,0,0,0,1,1,23.333333333333332
12031,1,3.7,1200,2,0,1,0,0,1,1,20
06059,1,1.4,2000,1,0,1,0,0,1,1,30
55139,5,0.7,790,1,0,0,0,1,0,1,16
41000,6,5.85,1300,2,0,0,0,0,1,1,10
42027,2,0.1,990,0,1,1,1,0,1,1,7
48085,3,6.4,1500,2,0,1,0,0,1,1,31.333333333333332
45000,4,13.24,1800,4,0.75,0,0,0,1,1,4
47187,1,4.705,910,1,0,1,0,0,1,1,30
53053,2,10.803,1400,3,0,0,0,0,1,1,50
49000,4,5.035,650,3,0.75,0,0,1,1,1,63
08000,1,5,800,6,0,0,0,0,1,1,20
12095,2,7.16,590,0,1,0,0,0,1,1,75
53000,1,11.4,710,2,1,0,0,0,1,1,30
47000,3,11.9,1200,3,0,0,0,0,1,1,26.666666666666668
25000,1,0.6,1200,1,0,1,0,0,1,1,60
47179,2,13.2,640,4,0,0,0,0,1,1,60
51087,3,12.8,1000,5,1,0,0,0,1,1,43.333333333333336
24000,4,5.7,300,4,0,0,0,0,0,1,25
12011,4,20.06,2400,1,0.75,0,1,0,1,1,7.5
12009,2,10.889,970,2,0,0,0,0,1,1,60
48491,3,9.002,1600,2,0,0,0,0,1,1,33.333333333333336
48085,4,4.15,950,1,0.75,1,0,1,1,1,22.5
06013,2,0.8,2100,2,0,1,0,0,1,1,140
36005,1,3.2,1400,0,0,1,0,0,1,1,120
36059,3,11.67,3100,3,1,0,0,0,1,1,83.33333333333333
48029,3,12.13,1500,2,0,0,0,0,1,1,10
12000,5,3.94,1200,2,0,1,1,1,1,0,8
41029,2,6.8,1200,3,0,0,0,0,1,1,15
04000,2,6.14,400,2,0,1,0,0,1,1,25
08000,2,14,1600,2,0,0,0,0,1,1,50
18000,3,5.3,600,3,0,0,0,0,1,1,10
17000,1,1.2,650,1,0,0,0,0,1,1,80
13059,2,18.7,930,2,0,0,0,0,1,1,10
21000,2,4.68,250,2,1,0,0,0,1,1,10
12009,2,14,860,1,0,1,1,0,1,1,70
24031,2,13.4,2600,1,1,0,0,0,1,1,30
16000,2,10,1400,2,0,1,0,0,1,1,12
36103,2,13.7,1500,2,0,1,0,0,0,1,35
06081,2,17.5,1800,3,0,0,0,0,1,1,70
17031,3,6,1400,1,0.6666666666666666,0,0,0,1,1,26.666666666666668
08000,5,4.99,360,2,0,0,0,0,1,1,14
17031,4,13.6,1800,2,0,0,0,0,1,1,25
04000,4,15.3,800,2,0,1,0,0,1,1,34.5
53033,2,7.3,1600,1,0,1,0,0,0,1,19
06107,2,2.5,850,1,0,1,1,0,1,1,10
47000,4,3.13,480,2,0,0,0,0,1,1,7.5
06047,3,7.44,950,2,1,1,1,0,1,1,40
29000,4,6.4,580,2,0,0,0,0,1,1,3
24510,1,17.5,110,1,1,0,0,0,1,1,120
15001,2,7.12,900,2,1,0,0,0,1,1,45
06041,2,8,1600,2,0,1,1,1,1,1,20
42000,2,9.1,700,1,0,0,0,0,1,1,25
25000,4,15.06,2200,2,0,0,0,0,1,1,18.5
36103,5,27,3800,3,0,0,0,0,1,1,19.6
06075,2,31.57,2800,1,0,1,1,0,1,1,115
06073,4,31.5,2300,3,1,1,0,0,1,1,30
13000,3,14.6,280,0,1,1,0,0,0,0,33.333333333333336
39045,2,10.5,1200,4,0.5,0,0,0,1,1,85
26163,4,10.4,2000,2,0,0,1,0,1,1,15
22000,1,1.92,450,0,1,1,0,0,1,0,20
37000,3,2,500,2,0,1,1,0,1,1,98
25000,1,14.2,2600,1,0,0,1,0,1,1,150
34039,3,5.26,920,2,1,0,0,0,1,1,20
49000,2,4.64,1300,2,0,0,0,0,1,1,80
42129,1,1.59,540,1,0,1,0,0,1,1,30
53000,3,16.08,1200,4,0,0,0,0,1,1,33.333333333333336
24031,5,13.35,2600,2,0,0,0,0,1,1,16
48113,6,46.8,650,3,0,0,0,0,1,1,2.3333333333333335
31055,3,14,600,3,0,0,0,0,1,1,26.666666666666668
47157,3,6.8,880,2,0,0,0,0,1,1,66.66666666666667
37000,3,10,2100,2,0,1,0,0,1,1,6.666666666666667
12057,4,2.15,1000,1,0,1,1,0,1,1,15
53053,4,22.5,3400,2,0,0,0,0,1,1,15
26099,3,5.2,980,2,0,0,0,0,1,1,30
48000,5,16,1800,2,0,0,0,0,1,1,20
48113,5,3.4,600,2,0,1,0,1,1,1,10
17031,4,14,1800,3,0,0,0,0,1,1,15
06113,3,13.5,2200,1,0,1,1,0,1,1,23.333333333333332
06077,3,15.614,2400,4,0,0,0,0,1,1,100
06013,2,20.5,1800,2,0,0,0,0,1,1,85
37000,3,8.5,1100,2,0,1,0,0,1,1,20
06037,4,7.305,1100,1,1,1,0,0,1,1,17.5
37067,1,4.7,1100,1,0,1,1,0,1,1,46
36103,4,7.8,2000,3,1,0,0,0,1,1,30
18000,2,8.5,340,4,0,0,0,0,1,1,20
40000,2,1.2,400,0,0,1,0,1,1,0,10
06085,2,31.3,4500,2,0,0,0,0,1,1,35
12103,1,5.8,1400,1,0,0,1,0,1,1,46
55000,1,8.38,1000,1,0,0,0,0,0,1,50
24043,1,1.65,490,1,0,0,0,0,1,1,30
12000,5,10.817,1100,3,0,0,0,0,1,1,46
56000,3,19.3,2200,3,0,0,0,0,1,1,19.333333333333332
39035,7,13.6,1200,2,0,0,0,0,1,1,10
39000,2,3.24,290,2,0,0,0,0,0,0,15
04013,2,5,1200,2,0,1,1,0,1,1,40
06037,2,17.18,3400,2,0,1,0,0,1,1,6
06067,1,8.8,800,1,1,1,0,0,1,1,50
53033,1,51.8,2900,1,0,1,0,0,1,1,40
47000,6,6.7,720,3,1,0,0,0,1,1,15
16000,1,0.6,900,6,0,0,1,0,1,1,20
06073,2,16.5,2600,2,0.5,1,1,0,1,1,30
12071,1,3,980,1,1,1,0,0,1,1,30
36061,1,8,2500,2,0,1,0,0,1,1,40
54000,3,11.95,1300,2,0,0,0,0,1,1,30
40000,4,23.26,1300,4,0,0,0,0,1,1,32.5
27123,2,10,970,1,0.5,1,0,0,0,1,160
39000,4,8.5,700,3,0,0,0,0,1,1,25
42017,3,6,1600,4,0,0,0,0,1,1,20
48000,11,4.904,2000,2,1,0,0,1,1,1,65.45454545454545
55000,2,0.606,700,1,0,1,1,1,1,1,22
28000,1,1.73,450,1,1,1,0,0,0,1,20
04013,4,5.6,550,1,0,1,0,1,0,1,17.5
48000,5,6.59,620,2,0,0,0,0,0,1,8
13000,3,4.91,400,2,0,1,0,0,1,1,100
22033,1,3.5,750,1,0,1,0,0,1,1,10
45000,2,15.1,1400,2,0,0,1,0,1,1,20
06077,1,5.3,1000,1,1,1,0,0,1,1,30
34037,2,10.5,2000,3,0,0,0,0,1,1,139
55133,4,42,2600,2,0,0,0,0,1,1,20
06001,2,19.914,2300,2,0,0,0,0,1,1,45
06085,4,23,3200,2,0,1,0,0,1,1,27.5
37000,3,9.6,1500,3,0,0,0,0,1,1,40
55009,2,16,900,2,0,0,0,0,1,1,30
06085,3,7.74,1000,3,1,1,0,0,1,1,86.66666666666667
48039,5,2.6,1400,2,0,1,0,1,1,1,12
54000,1,7,1000,2,0,0,0,0,1,1,80
06089,4,11.11,1300,3,0.5,1,0,0,1,1,25
17000,2,7,500,2,0,1,0,0,1,1,45
27000,2,4.64,900,3,0,0,0,0,1,1,60
36059,2,19.7,3000,2,0,0,0,0,1,1,90
17000,5,7.5,720,2,0.6,0,0,0,1,1,20
18000,4,8.86,1500,4,0,0,0,0,1,1,24
29019,1,3.35,350,1,0,1,0,0,1,1,8
48367,3,15.93,1300,4,0,0,0,0,1,1,23.333333333333332
29510,2,10.9,950,2,0,0,0,0,1,1,50
48085,3,7.3,1000,2,0,0,0,0,1,1,26.666666666666668
22000,5,9.3,1200,2,0,0,0,0,1,1,10.8
47000,2,7.7,600,3,0,0,1,0,1,1,23
41051,2,11.62,1100,2,0,1,0,0,1,1,50
01000,3,6.97,1000,3,0,0,0,0,0,1,50
31055,3,9,1200,1,1,1,1,0,1,1,4
54000,3,36.755,2700,2,0,0,0,0,1,1,53.333333333333336
37119,4,10,900,2,0,0,0,0,1,1,5
06077,4,12.14,1900,3,0,1,0,0,1,1,23
06025,3,12.2,580,3,0,0,1,0,1,1,40
06073,5,21,2700,2,0,1,0,0,1,1,12
29000,4,12.2,900,3,0,0,0,0,1,1,35
31109,2,3.68,390,1,1,1,0,0,1,1,30
37000,2,7.7,460,3,0,0,0,0,1,1,30
17000,1,3,600,1,0,1,0,0,1,1,10
47037,1,3.5,740,1,0,1,0,0,1,1,90
06037,3,14.45,1500,1,0,1,0,0,1,1,50
17111,3,13.22,1200,2,0,0,0,0,1,1,33.333333333333336
55133,2,7.58,1800,4,0,0,0,0,1,1,36
51000,2,65.6,3800,3,0,0,0,0,1,1,20
06037,4,4.3,700,1,1,1,1,0,1,1,15
12103,2,4.51,690,2,0,0,0,1,1,1,100
26000,2,2.4,500,2,0,1,0,0,1,1,10
51000,2,8.2,330,3,0,0,0,0,1,0,65
18000,2,6.2,630,2,0,0,0,0,1,1,25
06029,3,8.8,1600,2,0,0,0,0,1,1,36.666666666666664
36081,2,15.2,1800,0,1,0,0,0,1,1,90
51510,1,31.1,1800,1,0,1,0,0,1,1,30
29189,1,4.8,890,1,0,1,1,0,0,1,80
06067,4,10.5,950,2,0.25,1,0,0,1,1,30
34031,1,15.1,2900,1,0,0,1,0,1,1,60
45000,3,11.2,2500,2,0.3333333333333333,0,0,0,0,1,26.666666666666668
01000,2,13.727,1100,2,0,0,0,0,1,1,5
27000,2,2.88,590,2,0,1,0,0,0,0,20
12105,2,0.49,930,2,0,1,0,0,1,1,60
06067,6,38.9,3300,3,0,0,0,0,1,1,6.666666666666667
01000,2,7,1000,2,0,1,0,0,1,1,90
36081,4,9.5,3000,2,0,0,0,0,1,1,20
39049,4,14.1,1500,3,0,0,0,0,1,1,27.5
06037,4,11.15,2300,3,0.75,1,0,0,1,1,45
36000,3,11.4,650,3,0,0,0,0,1,1,120
06013,6,16.84,1700,3,1,0,0,0,1,1,20
39000,1,8.5,450,1,0,1,0,0,1,1,2
13067,1,2.7,920,0,0,1,0,0,1,1,120
47187,3,17.5,1800,3,0,0,0,0,1,1,93.33333333333333
41051,4,16.3,2200,2,0,0,0,0,1,1,30
34003,4,18.3,2000,3,0,1,0,0,1,0,30
17031,2,7.05,1800,1,0,1,1,0,1,1,20
48201,3,3.5,1200,3,1,0,0,1,0,1,26.666666666666668
17097,4,21.2,2700,3,0,0,0,0,1,1,12.5
53033,2,79,6000,2,0,0,0,0,1,1,60
48453,3,7.85,1300,2,0,1,1,0,1,1,10
37000,3,11.1,1600,2,0,1,0,0,1,1,30
04013,2,22.5,2700,2,1,0,0,0,1,1,30
01000,4,10.2,930,2,0,1,0,0,1,1,7.5
06001,3,10.18,600,1,1,0,0,0,1,1,40
55079,1,0.24,780,0,0,1,0,0,0,1,30
36000,3,7.74,1000,1,1,1,0,0,0,1,6.666666666666667
06041,4,48.5,4100,1,0,0,0,0,1,1,67.5
13000,1,1.69,700,0,1,1,0,0,1,1,30
06079,1,5,1300,1,1,1,0,0,1,1,40
05119,2,20.1,1000,2,0,0,0,0,1,1,35
19000,4,12.825,880,3,0,0,0,0,1,1,9
39000,2,4.17,500,1,0,1,0,0,1,1,10
34005,4,24.76,5500,2,1,0,0,0,1,1,30
42027,4,7.25,830,1,0,0,0,0,1,1,15
06073,5,21,3900,2,0,0,0,0,1,1,20.8
34037,3,6,1400,2,1,0,0,0,1,1,106
08000,3,12.4,1300,3,0,0,0,0,1,1,23.333333333333332
37000,4,5.89,370,2,0.25,0,0,0,1,1,25
06037,5,7,2600,2,0.8,1,1,0,1,1,8
48215,5,1.6,450,1,0,1,0,1,1,0,6
09001,5,14.1,1400,2,0,0,0,0,1,1,30
05119,1,3.95,720,1,0,0,0,0,1,1,30
36047,2,9.65,920,0,1,1,0,0,1,1,100
48251,6,7.9,1700,2,0,0,1,0,1,1,5
29000,1,2.25,290,1,0,0,0,1,0,0,40
48439,1,4,1500,1,0,1,1,0,1,1,20
36047,1,1.7,840,0,1,1,0,0,1,1,120
25000,3,9.2,1900,1,0,0,0,0,1,1,36.666666666666664
01000,4,9.66,1200,3,1,1,0,0,1,1,50
37000,2,10.75,1500,2,0,0,0,0,1,1,100
10001,1,4.1,2100,2,0,0,0,0,0,0,50
27000,2,16,1000,2,0,0,0,0,1,1,97
06067,1,1.5,1300,1,0,1,1,0,1,1,40
08000,3,9.12,800,3,0,0,0,1,1,1,74.66666666666667
48000,4,3.2,650,3,0,0,0,0,1,1,42.5
29000,3,10.56,1100,2,0,0,0,0,1,1,56
36000,1,7,660,1,0,0,0,0,0,0,10
12099,4,8,1100,2,0.75,0,0,0,1,1,10
26125,1,7.3,1800,1,0,0,0,0,1,1,60
17031,2,29.2,2600,1,0,0,0,0,1,1,70
28000,3,9,740,2,0,0,0,0,1,1,26.666666666666668
06095,1,4.6,1000,1,0,0,0,0,1,1,10
42000,4,14.29,1000,3,0,0,0,1,1,1,35
26000,5,4.8,600,1,0,1,0,0,1,1,24
48085,3,9.2,2000,2,0.6666666666666666,1,0,0,1,1,6.666666666666667
33000,2,11.2,1500,2,0,0,0,0,1,1,35
39000,5,14.752,1000,5,0,0,0,0,1,1,35.6
53033,5,27.5,3400,2,0,0,0,0,1,1,18
06067,2,9,850,2,0,0,0,0,1,1,55
36000,3,4.26,900,1,0,1,1,1,1,1,6.666666666666667
47000,2,11.6,1400,4,0,0,0,0,1,1,25
12105,4,8.5,860,2,0,0,0,0,1,1,21
37119,4,6.152,2100,2,1,0,0,0,1,1,22.5
36005,4,5.3,1800,1,0,1,0,0,1,1,22.5
06037,2,27.5,4500,2,0,0,0,0,1,1,60
39035,2,3.8,490,0,1,1,0,0,1,1,10
39093,3,9.95,440,2,0,0,0,0,1,1,46.666666666666664
45000,1,2.4,460,1,1,1,0,0,0,0,38
51013,3,16,2900,3,0,1,1,0,1,1,66.66666666666667
17031,3,11.012,900,3,0,0,0,0,1,1,33.333333333333336
20000,2,8.44,370,2,0.5,0,0,0,1,1,35
06037,1,5.89,1800,3,1,0,0,0,0,0,160
12057,1,2.9,600,3,0,1,0,0,1,1,60
55000,6,3.77,680,4,0,0,1,1,1,1,16.666666666666668
17031,2,29,1800,2,1,0,0,0,1,1,150
01117,3,12.7,1400,2,0,0,1,0,1,1,50
08000,2,5.31,1600,0,0,0,0,0,1,1,10
36047,3,11.75,1900,0,0,1,1,0,1,1,162
26000,2,3.32,790,1,0,0,0,0,0,1,40
17000,4,1.94,500,2,0,1,0,1,1,1,76.5
25000,2,19.333,200,2,0,0,0,0,1,1,40
48029,2,11.537,2000,2,0,0,0,0,1,1,30
36000,2,16,2300,4,0,0,0,0,1,1,20
06095,4,7.2,2300,2,1,1,1,0,1,1,5
26163,1,3.75,730,1,0,1,0,0,1,1,70
08000,2,14.6,1300,3,0,0,0,0,1,1,50
41000,2,0.42,450,2,0,1,0,0,0,1,10
21111,3,3.8,850,1,1,1,1,0,1,1,20
06065,3,7.25,1700,3,1,1,0,0,1,1,46.666666666666664
25000,4,7.5,2800,3,0,0,0,0,1,1,20
06037,2,23.97,2300,1,0,1,1,0,1,1,12
04005,4,20.1,1700,2,0,1,1,0,1,1,37.5
12083,4,10.9,1100,3,0,0,0,0,1,1,90
48113,11,14.39,350,3,0.9090909090909091,0,0,1,1,1,31.818181818181817
27000,2,10.9,1800,2,0,0,0,0,1,1,24
42045,3,13.67,1800,2,0,1,1,0,1,1,50
24000,3,5.4,850,2,0,1,0,1,1,1,16.666666666666668
13000,4,10.5,830,2,1,0,0,0,1,1,37.5
29099,2,19,1700,2,0,0,1,0,1,1,50
08000,4,24.5,2800,2,0,0,0,0,1,1,10
25000,1,3.9,1400,1,0,1,1,0,1,1,30
12097,6,22.49,2200,4,0,0,0,0,1,1,30
55000,4,7.08,550,2,0,0,0,0,1,1,15
47165,2,5.2,790,2,0,0,0,0,1,1,10
25000,3,4,900,2,0,1,0,0,1,1,15.333333333333334
06087,2,25,4100,2,0,0,0,0,1,1,93
08000,2,11.46,1200,2,0,0,1,0,1,1,35
53073,2,56.108,940,2,0.5,0,0,0,1,1,5
48113,2,22.5,2400,2,0,0,0,0,1,1,25
53000,2,2.629,2700,6,0,0,1,0,1,1,15
06001,2,23.66,3700,1,0,0,0,0,1,1,75
17031,1,10,1900,0,0,1,0,0,1,1,40
39113,3,9.5,650,2,0,0,1,0,1,1,23.333333333333332
39153,1,5.51,510,1,0,1,0,0,1,1,70
06037,2,22.6,2300,2,0,0,0,0,1,1,35
12000,4,5,1200,1,0,1,1,0,1,1,30
17089,1,4.2,760,1,0,1,0,0,1,1,50
12033,3,6,650,2,0,1,1,0,1,1,9.333333333333334
06067,3,12.3,2500,3,0,0,0,0,1,1,76.66666666666667
47157,2,4.85,300,2,0,0,0,0,1,1,30
53063,1,3.31,580,1,0,1,0,0,1,1,60
27053,4,49.9,3000,2,0,0,0,0,1,1,7.5
06065,1,12,600,1,0,1,0,0,1,1,30
37135,5,12.5,2400,2,0,0,0,0,1,1,40
53035,3,5.8,680,2,1,0,1,1,1,1,3.3333333333333335
06073,5,7.93,1900,3,0.6,1,0,0,1,1,20
24000,3,18.8,2300,3,0,0,0,0,1,1,74
36047,6,6.9,720,0,1,1,0,1,1,1,20
13000,2,5.94,530,2,0,0,0,0,1,1,15
36059,2,18.8,2300,3,0,0,0,0,1,1,35
08000,5,10.37,1000,4,0,0,1,0,1,1,20
36047,4,4.1,1400,0,0,1,0,1,1,0,22.5
08000,5,4.52,1700,5,0,1,1,0,1,1,24
42051,3,4.92,700,3,0,1,0,1,1,1,16.666666666666668
29189,2,9.5,1200,2,0,1,0,0,1,1,75
39000,3,5.5,600,1,0,1,1,1,1,1,22
53033,2,9.53,2800,1,0.5,1,1,0,1,1,90
13135,4,10.26,1000,3,0,0,0,0,1,1,2
15003,2,20.72,2500,3,0,0,0,0,1,1,50
06013,2,12.77,1700,2,0,0,0,0,1,1,65
49000,4,4,1300,2,0,0,0,0,1,1,22.5
51000,6,7.5,850,2,0,1,1,1,1,1,3.3333333333333335
36103,3,15.3,2700,2,0,0,0,0,1,1,93.33333333333333
06085,4,56.7,2000,2,0.75,1,0,0,1,1,5
06019,10,4.85,800,3,0,1,0,1,1,1,5.4
06055,5,4.3,1800,2,0,0,0,0,1,1,4.8
42091,3,7.7,900,3,0,0,0,0,1,1,40
48215,4,5.74,900,3,0,0,0,0,1,1,17.5
39089,2,11.01,720,2,0,0,1,0,1,1,35
12000,5,9.9,850,3,0,1,0,0,1,1,36
20000,1,2.6,550,1,0,1,0,0,1,1,100
19000,8,4.42,430,3,0,0,0,0,1,1,3.75
13000,2,5.706,1600,1,0,1,1,0,1,1,20
08069,2,4.7,1400,0,0,1,1,0,0,1,42
12057,2,18.7,830,2,0,0,0,0,1,1,4
06111,5,19.2,2000,4,0,0,0,0,1,1,10
25000,3,1.932,650,0,0,1,0,1,1,1,38.666666666666664
26021,5,28.39,1500,6,0,0,0,0,1,1,70.8
48121,3,18.616,3400,3,1,0,1,0,1,1,40
45000,2,11.63,1700,2,0.5,0,0,0,1,1,70
48209,2,3.87,500,2,0,0,0,0,1,1,30
51107,5,19,1500,2,0,0,0,0,1,1,28
20000,2,4.7,790,3,0,0,0,0,1,1,5
25000,2,20.6,1800,2,0,0,0,0,1,1,40
05000,1,3.54,1100,2,1,0,0,0,1,1,6
06073,4,2.4,1100,1,1,1,0,0,0,0,5
48453,1,19,1400,1,0,0,0,0,1,1,30
05143,3,11.1,1000,2,0,0,0,0,1,1,13.333333333333334
36029,1,4,700,1,0,1,0,0,1,1,60
04013,4,13.6,1700,2,0,0,0,0,1,1,102.5
06065,4,5.91,600,4,1,0,0,0,1,1,12.5
28000,1,8.5,620,3,0,0,0,0,1,1,90
06037,4,8.52,980,1,0,1,1,0,1,1,45
12057,5,12.21,1900,2,0,0,0,0,1,1,12
27037,8,10.38,1000,3,0,1,0,0,1,1,1
51000,7,6.6,430,2,0,0,1,1,1,1,24.571428571428573
06071,4,14.1,990,5,0,0,0,0,0,1,35
13000,2,4.8,650,2,1,1,1,0,1,1,18
06013,3,17.2,1700,3,0.6666666666666666,0,0,0,1,1,40
05000,2,6,600,1,0,0,0,0,0,1,129
17197,2,8.4,1500,3,1,0,0,0,1,1,65
34017,1,1.97,900,0,0,1,0,0,0,0,30
30000,1,8.1,1100,2,0,0,0,0,1,1,30
06075,4,57.5,7300,1,1,0,0,0,1,1,52.5
26161,2,1.6,1500,0,1,1,0,0,1,1,20
51087,1,2.5,1000,1,0,1,0,0,1,1,60
24003,1,5.6,1000,1,0,0,0,0,1,1,120
34019,1,5.2,1200,1,1,1,1,0,1,1,60
09003,2,19.8,1800,2,0,0,0,0,1,1,20
34013,1,1.7,900,2,0,1,0,0,1,1,20
04013,2,9.4,2000,2,0,0,0,0,1,1,10
04013,4,12,1600,2,0.75,0,1,0,1,1,30
06037,3,5.93,590,3,0,0,0,0,1,1,80
06065,3,14.1,1400,2,0,0,0,0,1,1,60
26000,3,2.31,500,1,0,1,0,0,1,1,8
48201,1,11.2,1800,1,0,0,0,0,1,1,30
55133,4,11.5,1500,2,1,0,0,0,1,1,45
42075,5,11.92,450,4,0,0,0,0,1,1,76
48339,5,4.2,1400,1,0,1,0,1,1,1,3.2
54000,3,1.8,500,1,0,1,0,1,1,1,13.333333333333334
36000,4,8.5,830,2,0,0,0,0,1,1,18.5
34000,2,5.17,850,1,0,1,1,0,1,1,35
06077,4,21.001,1800,5,0,0,0,0,1,1,58
