fips,hh_size,hh_income,cost_housing,n_vehicles,hh_share_nonwhite,i_renter,i_moved,i_foodstamp,i_smartphone,i_internet,time_commuting
18000,2,14.45,160,2,0,0,0,0,1,1,20
29000,2,10.5,490,0,0,1,1,0,0,0,35
34017,2,1.5,400,1,0,1,0,0,1,1,15
06073,4,5.7,1500,2,1,1,1,0,1,1,15
18000,6,12.8,730,4,0,0,0,0,1,1,52.333333333333336
35013,4,1.79,330,1,0,1,0,1,1,1,17.5
39169,2,6,330,2,0,0,0,0,0,1,10
06083,4,59.5,1000,2,0,0,0,0,1,1,3
47000,3,7.08,820,2,1,0,0,0,1,1,60
25000,3,0.15,50,0,1,1,0,1,1,1,8
06037,2,10.05,1700,1,0,1,0,0,0,1,10
11001,1,10.8,1500,1,0,1,0,0,1,1,120
06013,4,67,4200,2,0,0,0,0,1,1,40
48000,5,10.45,570,2,0,0,0,1,1,1,22
53000,3,17,1700,2,0,0,0,0,1,1,13.333333333333334
13000,1,12.22,1100,2,0,0,0,0,1,1,60
41067,2,3.6,1500,1,0,1,1,0,1,1,25
06073,1,4.5,1100,2,0,0,0,0,1,1,30
06001,4,6.33,1900,1,1,1,1,0,1,1,22.5
26125,4,9.403,2300,2,0,0,0,0,1,1,14
37000,1,0.7,400,2,1,1,1,1,1,1,50
41051,1,1.084,700,1,0,1,0,0,1,1,60
13000,4,6.4,1100,1,0.5,1,0,0,1,1,20
17031,1,3.5,800,1,0,1,1,0,1,1,80
37119,2,24,1000,3,0,0,0,0,1,1,30
06037,2,61.17,2300,3,0,0,0,0,1,1,10
18000,2,21.6,1200,3,0,0,0,0,1,1,15
49000,2,5.12,560,1,0,1,0,0,1,1,27
24033,4,24.49,1000,3,1,0,0,0,1,1,52.5
04019,6,3.24,780,3,1,1,1,0,1,1,6.666666666666667
06077,5,5.5,1200,1,0,1,0,1,1,1,36
51087,5,18.5,2500,3,0,0,1,0,1,1,22
08000,2,4.5,2000,1,0,1,1,0,1,1,30
47000,4,12.2,1800,4,0,0,0,0,1,1,47.5
39000,2,7.1,1200,2,0,0,0,0,1,1,165
53033,4,17.6,2600,2,0,0,0,0,1,1,10
39049,2,39.08,2300,2,0,0,1,0,1,1,20
48201,1,14,3000,1,0,1,0,0,1,1,30
01000,3,8.6,910,3,0,0,1,0,1,1,26.666666666666668
04025,2,10.4,980,3,0,0,0,0,1,1,5
06073,2,5.1,1600,2,0.5,1,0,0,0,1,50
04013,2,4.4,900,2,0,0,0,0,1,1,30
32003,4,11.3,2100,2,0,0,0,0,1,1,35
06037,2,7.4,1400,2,0,1,0,0,1,1,75
12095,4,11.003,2400,2,0,0,0,0,1,1,15
37000,2,7.77,550,2,0,0,0,0,1,1,15
36061,1,6,3000,0,1,1,0,0,1,1,80
09005,5,0.6,960,2,0,0,0,0,1,1,56.8
25000,3,12.54,530,3,0,0,0,0,1,1,30
36103,4,16.2,2300,2,0,0,0,0,1,1,40
47000,6,6.87,500,2,0,1,1,0,1,1,21.666666666666668
08000,1,13.6,1200,1,0,1,1,0,1,1,90
27000,1,3.12,760,2,0,0,1,0,1,1,50
24031,2,12.228,2500,0,0.5,1,0,0,1,1,95
53033,1,2.9,1100,1,1,1,0,0,1,1,20
29019,2,5.5,720,1,1,1,0,0,1,1,30
09003,4,2.7,950,1,0,1,0,1,0,1,15
42091,4,36.05,3000,4,0,0,0,0,1,1,60
53033,2,10.38,1300,3,0,0,0,0,1,1,15
06013,2,15,2000,1,0.5,1,0,0,1,1,32
53000,2,12.43,2300,3,0,0,1,0,1,1,95
37000,2,2.7,1100,0,1,1,0,0,1,1,20
42049,1,1.22,280,1,0,0,0,1,0,0,30
06067,1,4.44,840,1,1,1,0,0,1,1,12
13067,2,5.6,1300,2,0,1,1,0,1,1,35
33000,3,12.64,3300,1,0,0,0,0,1,1,6.666666666666667
12011,3,3,1500,1,1,1,0,0,1,1,30
24043,4,11.03,650,2,0.75,1,0,1,1,1,12.5
36055,2,13.92,790,2,0,0,1,0,0,1,25
06077,2,5.13,900,1,0.5,1,0,0,1,1,20
48439,2,7,2200,2,1,0,0,0,1,1,60
12000,1,2.4,1500,1,0,1,0,0,1,1,90
16000,3,12.5,670,3,0,0,0,0,1,1,3.3333333333333335
48029,4,6.1,670,1,0,0,0,0,1,1,17.5
06037,9,3.5,1200,1,1,1,0,1,1,1,6.666666666666667
47000,4,8.2,880,4,0,0,0,0,1,1,58.5
33000,2,18.282,1200,2,0,0,0,0,1,1,15
36089,3,9,940,2,0,0,0,0,1,1,19.333333333333332
48355,3,13.4,950,2,0,1,0,0,1,1,10
36029,2,4.3,400,2,0,1,0,0,1,1,30
55079,1,3,730,1,1,1,1,0,1,1,40
42045,1,5,700,2,0,1,0,0,0,1,40
04013,2,9.36,550,2,0.5,0,1,0,1,1,145
26000,2,2.6,700,2,0,0,0,0,1,1,45
46000,2,5,250,2,1,1,0,0,0,0,10
13117,4,9,1200,2,0,0,0,0,1,1,15
29071,2,9,640,2,0,0,1,0,1,1,25
44007,1,7.5,920,1,0,0,0,0,1,1,10
01000,5,6.36,840,2,0,0,0,0,1,1,24
41067,5,4.3,800,5,0,1,0,0,1,1,40
06037,3,2.04,800,0,1,1,0,1,1,0,10
13067,4,14.6,1800,2,0,0,0,0,1,1,0.5
11001,1,4.2,1200,0,0,1,0,0,1,1,40
04000,4,8.21,1700,1,0,1,0,0,1,1,4
12117,2,19.2,2000,3,0,0,0,0,1,1,55
38000,4,3.29,450,2,0,1,0,0,1,1,7.5
06001,2,14.76,2200,0,1,0,0,0,1,1,25
48139,2,15,2000,0,1,0,0,0,1,1,120
24043,2,12.73,1300,2,0,0,0,0,1,1,30
20000,1,16.5,530,1,0,1,1,0,1,0,60
40000,1,5.6,480,1,1,1,1,0,1,1,10
12099,2,12,1400,2,0,0,0,0,1,1,20
47000,3,11.15,1000,3,0,0,0,0,1,1,20
06075,11,34.05,1600,4,1,0,0,0,1,1,54.54545454545455
28033,4,18.07,1400,4,1,0,0,0,1,1,46.5
01000,4,9,880,5,0.25,0,0,0,1,1,15
20091,4,5.001,230,3,0,0,0,0,1,1,7.5
44000,5,6.3,1500,3,0,1,0,0,1,1,16
39000,2,6.54,760,2,0,0,0,0,1,1,40
41017,2,3,210,1,0,0,1,1,1,1,10
29000,2,3.33,250,2,0,0,0,0,1,1,25
24015,1,3.118,580,1,0,0,0,0,1,1,30
06037,2,44.8,1200,2,1,1,0,0,1,1,80
06013,2,12.9,2700,2,0,1,0,0,1,1,8
06065,3,10.8,1300,3,0,0,0,0,1,1,53.333333333333336
48201,4,4.2,970,2,1,1,0,1,1,1,17.5
28000,3,2.69,340,2,1,0,0,0,1,1,16.666666666666668
36093,4,24.27,1200,4,0,0,1,0,1,1,22.5
36087,4,9,2200,1,0,0,0,0,0,1,5
34029,2,9.5,1900,2,0,0,0,0,1,1,43
42101,2,12.9,1400,2,0,1,1,0,1,1,55
06071,1,4,1300,1,0,0,0,0,1,1,10
27053,5,19,3000,2,1,1,0,0,1,1,10
09003,2,15.9,1800,2,0,0,0,0,1,1,90
22000,2,4.06,700,2,0,0,1,0,1,1,52
06073,3,6.3,1500,3,1,1,0,0,1,0,26.666666666666668
44007,2,6.5,880,1,1,1,1,0,1,1,5
53061,2,7.32,950,2,0.5,1,0,0,1,1,30
48000,3,6.584,800,1,0,0,0,0,1,1,50
21000,2,12.92,920,3,0,0,0,0,0,0,148
09001,3,3.24,1500,2,0,1,0,0,1,1,13.333333333333334
39089,2,4.332,620,2,0,0,0,0,0,1,32
36047,5,8.5,3100,1,0,1,0,0,1,1,12
48085,1,3.45,1900,2,0,1,1,0,1,1,60
48201,1,1.82,550,1,0,1,1,0,0,0,40
06037,5,6.7,2500,3,1,0,1,1,1,1,36
53063,4,8.05,1400,4,0,0,0,0,1,1,12.5
42091,1,10,1200,1,1,1,1,0,1,1,20
06113,3,10.1,1200,2,0,0,0,0,1,1,6.666666666666667
17000,4,6.48,450,6,0,0,0,0,1,1,10
34025,5,22.9,2400,4,0,0,0,0,1,1,78
36005,4,7.9,1400,1,1,1,0,0,1,1,60
26081,2,26.5,840,2,0,0,0,0,1,1,25
26000,2,8.58,600,3,0,0,0,0,1,1,20
41051,2,11,1400,1,0,0,0,0,1,1,40
51000,3,5.1,240,2,0,0,0,0,1,1,16.666666666666668
08000,4,21.562,1900,5,0,0,0,0,1,1,40
04019,2,5.83,700,2,1,0,0,0,1,1,30
34023,4,3.3,1800,1,1,1,1,0,1,1,17.5
36000,5,5.99,750,1,0,1,0,0,1,1,2
06073,3,28.2,2700,6,0,0,0,0,1,1,16.666666666666668
24027,2,16.9,1500,3,1,1,0,0,1,1,40
48061,5,9.6,300,2,0,1,0,1,1,1,12
36061,2,23.45,3200,1,0,0,0,0,1,1,95
25000,3,21.3,2000,4,0.6666666666666666,0,1,0,1,1,86.66666666666667
06067,2,17.9,2500,3,0.5,0,0,0,1,1,35
46000,5,3.3,500,3,0,0,1,0,1,1,4
16000,2,2,1000,2,0,1,0,0,1,1,5
37000,2,6.6,900,2,0,1,1,0,1,1,28
26000,2,19.9,750,2,0,0,0,0,1,1,20
25025,1,8,1700,0,0,1,1,0,1,1,40
48309,4,13.18,600,2,0,0,0,0,0,1,11
18000,3,16.8,420,6,0,0,0,0,1,1,11.333333333333334
34029,1,9,1500,1,0,0,0,0,1,1,60
37000,3,4.107,630,1,1,0,1,0,1,1,0.6666666666666666
25000,3,58.2,2900,3,0.6666666666666666,0,0,0,1,1,63.333333333333336
20000,1,3.72,460,1,0,0,0,0,1,1,4
34017,2,13,2000,1,0,1,0,0,1,1,55
06059,2,8.2,1100,2,0,0,1,0,1,1,30
22000,4,6.6,730,3,1,0,0,0,0,1,27.5
12057,6,11.31,1200,5,0,0,1,0,1,1,10
36103,4,18.7,2600,4,0,1,1,0,1,1,50
26000,3,2.87,2600,3,0,0,0,0,0,1,16.666666666666668
23019,2,3.26,850,1,0,0,0,0,0,0,30
49049,2,7.1,250,2,0,1,0,0,1,1,176
36000,5,7.6,1200,2,0.8,0,0,0,1,1,14
36000,5,5,1600,1,0,1,0,0,1,1,2.8
06075,2,9.1,2500,0,0,1,0,0,1,1,138
17031,2,7.73,1200,1,0,1,1,0,1,1,70
06037,4,12.5,1700,2,0,1,0,0,1,1,75
48439,2,18.5,3000,2,0,0,0,0,1,1,55
48113,4,14.5,1700,3,0.75,1,1,0,1,1,67.5
51000,1,11.8,1500,1,0,1,0,0,1,1,90
40000,3,1.77,600,1,0,1,0,1,1,1,20
06085,2,14.09,750,1,0,0,0,0,1,1,5
47157,4,10.2,970,2,0,0,0,0,1,1,15
41017,2,4.8,1200,2,0,1,1,0,1,1,10
13057,3,15.402,1500,2,0,0,0,0,1,1,38.666666666666664
15000,3,7.5,2400,2,1,1,0,1,1,1,36.666666666666664
48029,1,6,1500,1,0,0,0,0,0,1,60
48491,4,6.609,1400,3,1,1,0,0,1,1,22.5
41019,2,13.84,1600,5,0,0,0,0,1,1,35
39035,2,9.07,1500,3,0,0,0,0,1,1,15
25025,2,16.05,2000,2,0.5,0,0,0,1,1,120
21111,2,39.8,2300,1,0,1,1,0,1,1,20
48201,1,6.1,810,1,0,1,0,0,1,1,70
06067,1,2.76,700,1,1,1,0,0,1,1,30
25000,2,10.8,1000,1,0,0,0,0,1,1,10
53033,3,12.5,1600,2,0,0,0,0,1,1,6.666666666666667
06059,4,6.1,1100,1,1,1,0,0,1,0,17.5
42101,2,9.8,1300,3,0.5,0,0,0,1,1,15
34027,4,2.95,1500,0,0,1,1,0,1,1,20
47065,1,3.7,600,1,1,1,1,0,1,1,40
42000,1,3.2,750,1,0,1,0,0,1,1,30
34015,3,18.8,1500,4,0,0,0,0,1,1,53.333333333333336
29000,2,3,900,2,0,1,1,0,1,1,55
26000,2,14.35,400,6,0,0,0,0,1,1,20
22000,2,16.2,1200,1,0,0,0,0,1,1,60
17000,1,4.5,400,2,0,1,0,0,1,1,100
17031,2,9,1700,1,0,0,0,0,1,0,60
48085,1,2.93,1200,1,0,1,1,0,1,1,10
48113,3,61.05,2800,2,0,0,0,0,1,1,16.666666666666668
51810,5,13.03,1600,2,0.8,0,0,0,1,1,4
06037,4,6.51,1700,3,1,0,0,0,1,1,27.5
15003,2,33.73,3400,2,0.5,0,0,0,1,1,80
53033,2,2.515,1000,3,0,0,0,0,1,1,60
17031,2,6.16,900,3,1,0,0,0,1,1,20
42045,4,9.65,1600,2,0.25,0,0,0,1,1,50
55000,1,3.35,900,1,0,1,0,0,1,1,30
06013,2,12.18,1400,2,0.5,0,0,0,1,1,20
22000,2,11.7,500,2,0,0,0,0,1,1,45
36000,2,9.5,350,2,0,0,0,0,1,1,19
12000,1,1.5,500,1,0,1,0,0,1,0,90
12000,4,8.5,1800,3,0,0,0,0,1,1,37.5
17113,2,12.5,1100,2,0,0,0,0,1,1,30
06000,4,4.2,500,4,0.75,0,0,0,1,1,10
04019,2,4,1100,4,0,0,1,0,1,1,25
29095,3,4,600,2,0.6666666666666666,1,0,0,1,1,16.666666666666668
06085,2,11.8,1600,3,0.5,0,0,0,1,1,15
45000,2,16.143,3900,3,0.5,0,0,0,1,1,20
15001,5,9.66,1300,2,1,0,0,0,0,0,8
36063,1,1.3,240,0,0,1,0,1,0,0,4
51000,2,11.8,2800,2,0,0,0,0,1,1,40
19000,2,7,1400,2,0,1,1,0,1,1,16
34035,2,18.73,2800,3,1,0,0,0,1,1,50
27053,2,13.8,1900,2,0,0,0,0,1,1,25
32003,7,12.3,1600,2,0,1,0,1,1,1,20
06001,4,18.02,4000,3,0.75,0,0,0,1,1,7.5
12000,3,0.68,580,2,1,1,0,0,1,1,63.333333333333336
34023,2,8.7,1000,1,0.5,0,0,0,1,1,15
45091,3,2.3,650,2,0,1,0,0,1,1,16.666666666666668
30000,2,16.25,980,2,0,1,1,0,1,1,30
12053,2,4.2,800,2,0,0,0,0,0,1,120
37000,2,16.25,950,3,0,0,0,0,1,1,19
51000,2,19.222,3300,2,0,0,0,0,1,1,110
04013,3,2.34,820,2,0,1,0,1,1,1,16.666666666666668
13117,3,13,2000,2,1,1,1,0,1,1,50
29095,5,13.2,3900,2,0,0,1,0,1,1,12
51000,2,16.3,2000,2,0,0,0,0,1,1,30
36047,7,5.5,2200,0,0,0,0,0,0,0,8.571428571428571
55133,2,6,40,3,0,0,0,0,1,1,60
25000,3,9.6,850,1,0.3333333333333333,0,0,0,1,1,30
20000,3,13.4,750,3,0,0,0,0,1,1,33.333333333333336
06059,2,10.7,7300,2,0,0,0,0,1,1,20
37000,2,7.9,790,4,0,0,0,0,1,1,45
48439,3,3.28,650,3,1,1,0,1,1,1,60
06059,3,8.1,1000,2,0,1,0,0,1,1,33.333333333333336
36047,3,6.95,2300,1,0,1,0,0,1,1,50
21000,4,12.6,1100,3,0,0,0,0,1,1,22.5
09015,4,13.2,1600,3,0,0,0,0,0,1,60
13000,1,4,870,1,0,0,0,0,1,1,16
36083,2,8,1100,3,0,0,0,0,1,1,35
12000,4,15.35,1800,3,0,0,0,0,1,1,25
25000,4,8.55,2100,3,0,0,0,0,1,1,19
01117,3,13.25,3400,3,0,0,0,0,1,1,20
24025,4,33.5,3000,2,0,0,0,0,1,1,23.5
06073,2,8.1,600,3,0,0,0,0,1,1,85
47000,2,5.48,700,2,0,1,0,0,1,1,18
33000,3,8.7,1000,5,0,0,0,0,1,1,20
42101,2,26.5,1300,2,1,1,0,0,1,1,35
39000,6,14,700,3,0.8333333333333334,0,0,1,1,1,30
06037,1,7.5,3500,1,1,1,1,0,1,0,10
32003,4,3.4,1300,2,0,0,0,0,1,1,20
34015,4,9.54,1300,1,1,0,1,0,1,1,17.5
08000,3,4.49,1300,3,0,1,0,0,1,1,12
47000,3,2.6,520,3,0,0,0,0,1,1,60
33000,4,4.5,700,1,0,0,0,0,1,1,5
13245,4,3.1,700,1,1,1,0,0,1,1,10
06037,3,7.56,1600,1,0,1,0,1,1,1,13.333333333333334
13067,2,3.92,990,2,0,0,0,0,1,1,45
26000,2,9.7,1300,3,0,0,0,0,1,1,25
13067,1,4,650,1,0,0,0,0,1,1,60
39153,2,4.43,680,2,0,1,0,0,1,1,25
36000,3,7.8,1600,2,0,0,1,0,1,1,46.666666666666664
36047,2,14.96,1500,1,0,1,0,0,1,1,60
35049,2,10.97,850,2,0,1,0,0,1,1,172
48201,4,5.5,2100,2,0,1,1,0,1,1,15
21000,2,7.4,1200,4,0,0,0,0,1,1,60
06071,2,2.88,1400,1,1,1,0,1,1,1,15
12031,5,4.73,3300,2,0,1,1,1,1,1,16
13000,2,9.97,430,2,0,0,1,0,0,1,40
45000,3,4.59,910,1,1,1,0,0,1,1,23.333333333333332
25000,2,13.3,950,1,0,1,0,0,1,1,10
48085,3,7.68,1500,2,1,0,0,0,1,1,70
26000,6,6.3,550,2,0,1,0,0,1,1,13.333333333333334
06023,4,14.2,1500,4,0,0,1,0,1,1,20
26000,2,4.33,1300,2,0,0,0,0,0,1,25
48113,2,6.1,690,2,0,0,0,0,1,1,10
42051,3,8.65,580,2,0,0,0,0,1,1,22
09009,1,6,800,3,0,0,0,0,1,1,10
06037,3,8.734,1400,2,0.6666666666666666,1,0,0,1,1,46.666666666666664
48085,4,7.55,500,2,0,0,0,0,1,1,35
36000,2,11.44,4,2,0,0,0,0,1,1,45
19000,2,11.53,350,2,0,0,0,0,1,1,30
17031,3,13.1,1800,4,0,0,0,0,1,1,36.666666666666664
18000,4,12.05,1800,2,0,0,1,0,1,1,18.5
04013,2,7.8,700,1,0,0,1,0,1,1,20
06037,1,4.5,1300,1,1,1,0,0,1,1,20
17000,1,7.8,500,2,0,1,0,0,1,1,20
06077,2,4.5,520,0,0,0,0,0,1,1,20
51107,2,16.7,2300,2,0,0,0,0,1,1,30
48451,3,6.88,500,0,1,1,0,1,0,0,1.3333333333333333
33000,3,11.56,1900,2,0,0,0,0,1,1,60
27163,1,8.7,230,1,0,1,1,0,1,1,30
48000,1,7.5,980,1,0,0,0,0,1,1,90
49011,2,19.41,2200,2,0,0,0,0,1,1,27
12011,1,16,1400,1,0,0,0,0,1,1,120
36061,2,24.7,3900,0,1,1,0,0,1,1,70
06061,1,27.012,900,2,0,0,0,0,1,1,90
49035,2,6.61,1000,0,1,1,0,1,1,1,29
53033,3,20.72,1900,2,0,0,0,0,1,1,16.666666666666668
36047,2,17.4,2700,1,0,1,0,0,1,1,115
17161,2,2.53,720,2,1,0,0,0,1,1,20
29000,1,1.37,290,1,0,1,0,1,1,1,30
06065,2,17.83,2200,4,0,0,0,0,1,1,75
40109,4,6.29,620,3,0,0,0,0,1,1,20
06077,1,6.901,1300,1,0,0,0,0,1,1,10
15003,1,4,1300,1,0,1,0,0,1,1,30
19103,2,7.5,1100,1,0,1,1,0,1,1,10
06007,2,20.1,860,0,0,0,0,1,1,1,5
12015,2,9.9,1500,3,0,0,0,0,1,1,25
48113,1,17,680,1,0,0,0,0,1,1,70
13000,2,9.6,650,3,0,0,0,0,1,1,95
18089,2,4,610,2,0,0,0,0,0,1,4
33000,1,2.39,600,1,0,0,0,0,0,1,20
12001,1,2.1,400,1,0,1,0,0,1,1,30
44007,4,17,1100,2,0,0,0,0,1,1,9
12021,1,7.2,950,1,0,0,0,0,1,1,20
13000,2,1.5,130,1,0,1,0,1,1,1,10
29000,2,10.5,560,3,0,0,0,0,1,1,90
51000,3,7.29,1400,2,0,0,0,0,1,1,20
31000,4,7.84,720,2,0,0,0,0,1,1,5
06019,2,12.02,30,2,0,0,0,0,1,1,20
02020,4,6.8,3500,3,0.75,0,0,0,1,1,25
34031,1,6.5,1200,1,0,0,0,0,1,1,70
06073,1,3.6,1700,1,0,0,0,0,1,1,10
24005,6,10.7,1200,4,0,0,0,0,1,1,30
08000,2,13.9,2100,2,0,1,0,0,1,1,13
04013,2,2,690,1,0,0,0,0,1,1,20
12081,4,7.033,600,2,0.75,0,0,0,1,1,10
04013,2,2.36,950,1,1,1,0,0,1,1,25
26000,4,9.7,800,4,0,0,0,0,1,1,7.5
27109,2,14.8,3100,2,0,0,0,0,1,1,15
48167,4,3.62,2000,3,0.25,1,1,0,1,1,17.5
36000,1,5.8,690,2,0,0,0,0,1,1,40
39000,4,13.5,1200,2,0,0,0,0,1,1,20
42049,1,3.5,550,0,0,1,0,0,1,1,30
39045,5,9.2,1300,1,1,0,0,1,1,1,12
47000,2,14.9,1500,2,0,0,0,0,1,1,15
53033,3,15.05,1100,2,1,0,0,0,1,1,6.666666666666667
36061,3,25.03,2300,0,0,1,1,0,1,1,43.333333333333336
42029,2,12,1100,2,0,0,0,0,1,1,30
19000,2,3.4,400,1,0.5,1,1,0,1,1,15
42091,4,3.5,1500,2,1,1,0,0,1,1,22.5
24025,2,7.2,850,2,0,0,0,0,1,1,40
25000,2,12.68,450,2,1,0,0,0,1,1,45
36000,2,2,430,1,0.5,1,0,0,1,1,35
26000,4,9.5,950,5,0,0,0,0,1,1,33.5
51000,7,27.49,3100,4,1,0,0,1,1,1,32.857142857142854
40000,3,6,400,1,0,1,0,0,1,1,10
12000,3,3,1400,1,0,1,0,1,1,1,40
36047,3,3.58,2000,1,1,0,0,1,1,1,70
01000,3,7.9,650,3,0,1,0,0,1,1,36.666666666666664
36061,1,13.71,3900,0,0,1,0,0,1,1,30
12011,1,5,10,1,0,1,0,0,1,1,20
34013,2,6.5,2500,2,0,0,1,0,1,1,52
37000,3,4.71,580,1,0,1,0,0,1,1,13.333333333333334
41019,2,48,1800,2,1,1,0,0,1,1,12
29000,5,8.27,540,3,0,0,1,0,1,1,32
34017,1,18.4,2000,0,0,1,0,0,1,1,80
29000,1,3.82,300,1,0,0,0,0,0,0,60
05000,3,5.45,1100,2,0,0,0,0,0,1,30
47000,2,3.11,310,1,0,0,0,0,0,0,40
42000,4,9.4,820,3,0,0,0,0,1,1,55
02000,2,15.89,1600,2,0,0,0,0,1,1,30
29183,4,43.55,3900,3,0,0,0,0,1,1,20
30000,2,11.21,4000,3,0,0,1,0,1,1,30
48113,5,2.63,1300,2,1,1,0,1,0,1,18
26000,2,6.68,650,2,0,1,1,0,1,1,10
06065,5,7.6,2000,3,0,0,0,0,1,1,26
41005,2,4.89,1100,2,0,1,0,0,1,1,8
06000,3,9,630,2,0,1,1,0,1,1,3.3333333333333335
26099,1,1.8,740,1,1,1,0,0,1,1,130
12000,4,15.507,2300,3,0,0,1,0,1,1,20
22071,3,2.15,850,1,1,1,1,1,1,1,13.333333333333334
55059,2,14,1500,2,0,0,0,0,1,1,50
45000,2,3.49,650,2,1,1,0,1,1,0,83
06059,1,5,350,1,0,0,0,0,1,1,20
06075,1,10,1300,2,0,1,0,0,1,1,120
17000,1,7,770,1,0,0,0,0,1,1,20
35043,2,6.25,800,1,0,1,0,0,1,1,40
51000,2,7.4,1200,2,1,1,1,0,1,1,30
22073,4,9,730,1,0,1,0,0,1,1,27.5
18000,1,2.29,450,2,0,1,0,0,1,1,80
47000,4,9.39,500,3,0,0,0,0,1,1,15
37000,8,11.99,700,3,0,1,0,1,1,0,6.25
12011,4,3.08,90,2,1,1,1,1,1,1,15
18157,4,12,1400,2,0,0,0,0,1,1,15
20091,4,12.45,1700,2,0,0,0,0,1,1,27.5
46000,1,41.8,1800,3,0,0,0,0,1,1,20
29000,4,7,610,2,0,0,0,0,1,1,32.5
41039,2,8.24,990,2,0,1,0,0,1,1,45
22000,2,8.754,730,4,1,0,0,0,1,1,35
17043,5,38.221,1400,4,0.2,0,0,0,1,1,14
12000,2,6.08,500,1,0,1,0,0,0,0,50
17000,3,3.7,210,2,0,0,0,0,1,1,6
53011,2,7.525,1300,0,0.5,1,0,0,1,1,35
27000,1,3,300,1,0,1,1,0,1,1,70
48000,3,37.51,650,6,0,0,0,0,1,1,26.666666666666668
12099,2,11.36,1600,2,0.5,0,0,0,1,1,90
12009,5,4.052,1500,2,0,0,0,1,1,1,8
06037,4,2.3,1200,1,1,1,0,0,1,1,50
21000,5,3.68,950,2,0,1,1,1,1,1,2
13045,4,3.08,500,1,0,1,1,1,1,1,10
39000,2,2.86,420,2,0,0,0,0,1,1,5
06059,1,4,1900,1,1,1,1,0,1,1,120
25000,5,18.14,2400,2,0,0,0,0,1,1,26
42003,4,10.5,840,2,0,0,0,0,1,1,12.5
29510,1,12.9,980,1,0,0,0,0,1,1,20
06065,2,7.4,1100,2,1,1,0,0,1,1,30
06037,2,7.25,1300,2,0,1,1,0,1,1,45
18157,6,41.809,1200,4,0.16666666666666666,0,0,0,1,1,5
17000,3,7.2,470,1,0,0,0,0,1,1,21.333333333333332
06085,5,24.73,3200,2,1,0,0,0,1,1,32
39041,3,12.13,1300,3,0,0,0,0,1,1,46.666666666666664
48121,2,16.92,1800,3,1,0,0,0,1,1,30
17161,5,0.9,300,3,0,0,0,0,1,1,6
55000,3,15,1500,2,0,0,0,0,1,1,13.333333333333334
42027,1,2.2,720,1,0,1,1,0,1,1,60
42071,1,2.6,420,1,0,1,0,0,0,0,30
37000,2,11.6,1000,3,0,1,0,0,1,1,30
12105,2,9.5,940,2,0,0,1,0,1,1,55
25000,4,0.97,1000,3,0,1,1,0,1,1,10
21117,1,3.46,590,1,0,1,0,0,0,0,16
48215,5,3.15,660,3,0,0,0,1,1,1,24
37000,1,2.7,530,3,1,1,0,0,1,1,60
36000,1,10.393,430,1,0,0,0,0,1,1,60
48113,5,3.8,570,3,0,0,0,0,1,1,16
24021,4,25,3000,5,0,0,0,0,1,1,35
18000,1,5.64,800,1,0,0,0,0,0,1,40
29183,4,29,2300,2,0,0,0,0,1,1,7.5
46000,1,11.023,820,1,0,0,0,0,1,1,30
27000,2,13.1,1700,4,0,0,0,0,1,1,90
29189,6,18,1300,3,0,1,1,0,1,1,25
39035,3,7.04,620,2,1,0,0,1,0,1,20
06111,2,11.305,3000,2,0.5,0,1,0,1,1,45
06037,2,3.285,2400,1,0,0,1,0,1,1,10
31109,2,15,2500,2,0,0,1,0,1,1,15
48121,5,7.16,1800,3,0,0,0,0,1,1,12
54000,2,4.45,500,4,0,0,0,0,1,1,60
53035,2,3,780,1,0,1,0,0,1,1,5
36005,2,10.6,1500,1,0,1,0,0,1,1,102
48201,5,4,800,1,0,1,1,0,1,1,4
47149,2,5.34,790,1,0,0,0,0,1,1,75
51041,1,5.2,810,1,1,1,0,0,1,1,62
01000,5,15,1500,3,0,0,0,0,1,1,36
06059,3,20.47,3800,3,1,0,0,0,1,1,53.333333333333336
15003,5,10.8,820,2,0.8,0,0,0,1,1,72
18000,3,36.35,1700,3,1,0,0,0,1,1,30
26121,2,2.6,880,1,0,1,1,0,1,1,30
24021,1,8,1600,1,1,0,1,0,1,1,120
06111,3,6.22,1500,2,0.6666666666666666,1,0,1,0,1,10
51087,1,4,720,1,0,0,0,0,1,1,20
12033,5,49.8,920,2,0,1,0,0,0,0,82
13000,3,12.5,1500,2,0,0,0,0,1,1,30
40000,1,2,400,1,0,1,0,0,1,1,50
51000,3,6.1,830,1,1,1,0,0,1,1,13.333333333333334
26021,2,4.56,1500,2,0,0,0,0,0,0,15
31109,1,6.3,930,1,0,1,0,0,1,1,4
17000,4,7.8,400,4,0,0,0,0,1,1,22.5
06001,1,13.7,2400,2,0,0,0,0,1,1,20
51000,2,2.92,900,3,0,0,0,0,1,1,35
36103,4,8.2,1400,1,0,1,0,0,1,1,10
34013,4,39.9,4000,2,0.75,0,0,0,1,1,100
25025,1,3,290,1,0,0,0,0,1,1,80
16000,4,8.5,590,3,0,0,0,0,1,1,25
55000,4,10.24,630,4,0,0,1,0,1,1,52.5
26125,3,15.5,1800,3,0,1,0,0,1,1,35.333333333333336
27053,7,2.32,1500,3,1,1,0,0,1,1,14.285714285714286
12000,2,7.8,90,3,1,0,0,0,1,1,54
49000,6,8.55,1100,3,0,0,0,0,1,1,8.333333333333334
